Variable,qrNum_2022,qrText_2022,publicTable_2022,colRef,dataType,dataNote,rOpts_2022,rSetup_2022,rSeq_2022,dataRange (rList_2022 + null markers),sNum_2022,sTitle_2022,nScope_2022,nMax_2022,nAdjMax_2022,nActual_2022,compare_2021 (data++),qrNum_2021,qCompare_2021_2022,rCompare_2021_2022,reportSection,reportFigure,dpSeq
ToolsLiking_Gephi,,Gephi,data2022main,IK,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",62,,,new,new,4,Figure 14,245
ToolsLiking_GoogleDataStudio,,Google Data Studio,data2022main,IL,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",133,,,new,new,4,Figure 14,246
ToolsLiking_GoogleSheets,,Google Sheets,data2022main,IM,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",358,,,new,new,4,Figure 14,247
ToolsLiking_Highcharts,,Highcharts,data2022main,IN,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",51,,,new,new,4,Figure 14,248
ToolsLiking_Illustrator,,Illustrator,data2022main,IO,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",326,,,new,new,4,Figure 14,249
ToolsLiking_Leaflet,,Leaflet,data2022main,IP,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",85,,,new,new,4,Figure 14,250
ToolsLiking_Looker,,Looker,data2022main,IQ,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",34,,,new,new,4,Figure 14,251
ToolsLiking_Mapbox,,Mapbox,data2022main,IR,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",116,,,new,new,4,Figure 14,252
ToolsLiking_Observable,,Observable,data2022main,IS,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",94,,,new,new,4,Figure 14,253
ToolsLiking_P5orProcessing,,P5/Processing,data2022main,IT,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",43,,,new,new,4,Figure 14,254
ToolsLiking_PenPaper,,Pen & paper,data2022main,IU,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",324,,,new,new,4,Figure 14,255
ToolsLiking_PhysicalMaterials,,Physical materials (other than pen and paper),data2022main,IV,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",38,,,new,new,4,Figure 14,256
ToolsLiking_Plotly,,Plotly,data2022main,IW,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",180,,,new,new,4,Figure 14,257
ToolsLiking_PowerBI,,Power BI,data2022main,IX,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",383,,,new,new,4,Figure 14,258
ToolsLiking_PowerPoint,,PowerPoint,data2022main,IY,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",544,,,new,new,4,Figure 14,259
ToolsLiking_Python,,Python,data2022main,IZ,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",313,,,new,new,4,Figure 14,260
ToolsLiking_QGIS,,QGIS,data2022main,JA,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",126,,,new,new,4,Figure 14,261
ToolsLiking_Qlik,,Qlik,data2022main,JB,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",46,,,new,new,4,Figure 14,262
ToolsLiking_R,,R,data2022main,JC,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",367,,,new,new,4,Figure 14,263
ToolsLiking_RAWGraphs,,RAWGraphs,data2022main,JD,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",149,,,new,new,4,Figure 14,264
ToolsLiking_React,,React,data2022main,JE,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",78,,,new,new,4,Figure 14,265
ToolsLiking_Svelte,,Svelte,data2022main,JF,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",50,,,new,new,4,Figure 14,266
ToolsLiking_Tableau,,Tableau,data2022main,JG,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",582,,,new,new,4,Figure 14,267
ToolsLiking_Vega,,Vega,data2022main,JH,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",36,,,new,new,4,Figure 14,268
ToolsLiking_Vue,,Vue,data2022main,JI,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",29,,,new,new,4,Figure 14,269
ToolsLiking_WebComponents,,Web Components,data2022main,JJ,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",34,,,new,new,4,Figure 14,270
ToolsLiking_WebGL,,WebGL,data2022main,JK,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",46,,,new,new,4,Figure 14,271
ToolsLiking_Other__,rQ38,[Other],data2022main,JL,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not at all'; 'Somewhat'; 'Very much'; '[^not answered]'; '[\unasked]'; '[\unfinished]',4,Charts and Tools,,"1,340","1,327",218,,,new,new,4,Figure 14,272
ChallengesForDataViz_,Q39,What challenges do you face in doing data visualization? You will be able to rate the impact of selected challenges in the next question.,data2022main,JM,INTEGER,Counts number of options selected,14,Select all that apply,randomized,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,5,Challenges and Changes,ALL,"1,568","1,334","1,314",TopFrustrationsDV_,Q37,wording revised,identical,4,Figure 16,273
ChallengesForDataViz_LackTime,,Lack of time,data2022main,JN,STRING,Logically BOOLEAN,1 of 14,option,randomized,'Lack of time'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",683,TopFrustrationsDV_LackTime,,,identical,4,Figure 16,274
ChallengesForDataViz_LackDesignExpertise,,Lack of design expertise,data2022main,JO,STRING,Logically BOOLEAN,2 of 14,option,randomized,'Lack of design expertise'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",364,TopFrustrationsDV_LackDesignExpertise,,,identical,4,Figure 16,275
ChallengesForDataViz_LackTechSkill,,Lack of technical skill,data2022main,JP,STRING,Logically BOOLEAN,3 of 14,option,randomized,'Lack of technical skill'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",375,TopFrustrationsDV_LackTechSkill,,,identical,4,Figure 16,276
ChallengesForDataViz_LearningNewToolsEtc,,Learning new tools/approaches,data2022main,JQ,STRING,Logically BOOLEAN,4 of 14,option,randomized,'Learning new tools/approaches'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",485,TopFrustrationsDV_LearningNewToolsEtc,,,identical,4,Figure 16,277
ChallengesForDataViz_AccessingData,,Accessing data,data2022main,JR,STRING,Logically BOOLEAN,5 of 14,option,randomized,'Accessing data'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",459,TopFrustrationsDV_AccessingData,,,identical,4,Figure 16,278
ChallengesForDataViz_InfoOverload,,Information overload,data2022main,JS,STRING,Logically BOOLEAN,6 of 14,option,randomized,'Information overload'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",343,TopFrustrationsDV_InfoOverload,,,identical,4,Figure 16,279
ChallengesForDataViz_LackCollaboration,,Lack of collaboration,data2022main,JT,STRING,Logically BOOLEAN,7 of 14,option,randomized,'Lack of collaboration'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",304,TopFrustrationsDV_LackCollaboration,,,identical,4,Figure 16,280
ChallengesForDataViz_LackMentorship,,Lack of mentorship,data2022main,JU,STRING,Logically BOOLEAN,8 of 14,option,randomized,'Lack of mentorship'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",371,TopFrustrationsDV_LackMentorship,,,identical,4,Figure 16,281
ChallengesForDataViz_LowDataLiteracy,,Low data literacy,data2022main,JV,STRING,Logically BOOLEAN,9 of 14,option,randomized,'Low data literacy'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",317,TopFrustrationsDV_LowDataLiteracy,,,identical,4,Figure 16,282
ChallengesForDataViz_DataVizNotRespected,,Not enough respect for dataviz,data2022main,JW,STRING,Logically BOOLEAN,10 of 14,option,randomized,'Not enough respect for dataviz'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",357,TopFrustrationsDV_DVNotRespected,,,identical,4,Figure 16,283
ChallengesForDataViz_ToolsTechLimits,,Technical limitations of the tools,data2022main,JX,STRING,Logically BOOLEAN,11 of 14,option,randomized,'Technical limitations of the tools'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",445,TopFrustrationsDV_ToolsTechLimits,,,identical,4,Figure 16,284
ChallengesForDataViz_NonVizActivity,,Too much effort spent on non-viz activity,data2022main,JY,STRING,Logically BOOLEAN,12 of 14,option,randomized,'Too much effort spent on non-viz activity'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",470,TopFrustrationsDV_NonVizActivity,,,identical,4,Figure 16,285
ChallengesForDataViz_DataVolume,,Data volume,data2022main,JZ,STRING,Logically BOOLEAN,13 of 14,option,randomized,'Data volume'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,,,"1,314",226,TopFrustrationsDV_DataVolume,,,identical,4,Figure 16,286
ChallengesForDataViz_Other__,rQ39,Other (please specify),data2022main,KA,STRING,Free input (alt),infinite,option: Free input,as listed (final option),,5,Challenges and Changes,,,"1,314",78,TopFrustrationsDV_Other__,rQ37__,,identical (still free input),4,Figure 16,287
ChallengesImpact_,Q40,How much does each challenge impact your data visualization practice?,data2022main,KB,INTEGER,Counts number of ratings provided,14,Matrix from select all,as listed,0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14,5,Challenges and Changes,Iff Q39 ChallengesForDataViz_ answered,"1,568","1,314","1,303",,,new,new,4,--,288
ChallengesImpact_LackTime,,Lack of time,data2022main,KC,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",677,,,new,new,4,--,289
ChallengesImpact_LackDesignExpertise,,Lack of design expertise,data2022main,KD,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",359,,,new,new,4,--,290
ChallengesImpact_LackTechSkill,,Lack of technical skill,data2022main,KE,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",373,,,new,new,4,--,291
ChallengesImpact_LearningNewToolsEtc,,Learning new tools/approaches,data2022main,KF,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",477,,,new,new,4,--,292
ChallengesImpact_AccessingData,,Accessing data,data2022main,KG,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",454,,,new,new,4,--,293
ChallengesImpact_InfoOverload,,Information overload,data2022main,KH,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",342,,,new,new,4,--,294
ChallengesImpact_LackCollaboration,,Lack of collaboration,data2022main,KI,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",300,,,new,new,4,--,295
ChallengesImpact_LackMentorship,,Lack of mentorship,data2022main,KJ,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",365,,,new,new,4,--,296
ChallengesImpact_LowDataLiteracy,,Low data literacy,data2022main,KK,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",314,,,new,new,4,--,297
ChallengesImpact_DataVizNotRespected,,Not enough respect for dataviz,data2022main,KL,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",352,,,new,new,4,--,298
ChallengesImpact_ToolsTechLimits,,Technical limitations of the tools,data2022main,KM,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",439,,,new,new,4,--,299
ChallengesImpact_NonVizActivity,,Too much effort spent on non-viz activity,data2022main,KN,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",467,,,new,new,4,--,300
ChallengesImpact_DataVolume,,Data volume,data2022main,KO,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",221,,,new,new,4,--,301
ChallengesImpact_Other__,rQ40,[Other],data2022main,KP,STRING,Sort as Likert scale (3),3,Select one,as listed,'Minor Impact'; 'Moderate Impact'; 'Significant Impact'; '[^not answered]'; '[\unasked]'; '[\unfinished]',5,Challenges and Changes,Iff this option chosen in Q39 ChallengesForDataViz_,,"1,314",77,,,new,new,4,--,302
EntryBarriers__,Q41,What current or recent barriers have you faced in getting into data visualization professionally?,data2022main,KQ,STRING,FREE INPUT,infinite,Free input,,,5,Challenges and Changes,"Iff Q03 = ['Less than 1 year', '1', '2', '3', '4', '5']","1,568",,335,EntryBarriers__,Q38,identical,identical (still free input),4,--,303
DataVizNotUnderstood__,Q42,What do you think people you work with just don’t get about the data visualization work that you do?,data2022main,KR,STRING,FREE INPUT,infinite,Free input,,,5,Challenges and Changes,ALL,"1,568",,765,DVNotUnderstood__,Q39,identical,identical (still free input),4,--,304
EmployChanged,Q43,Have you changed employment or had a change in employment status in the last year?,data2022main,KS,STRING,Logically BOOLEAN (Yes/No),2,Select one / radio buttons,as listed,'Yes'; 'No'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,ALL,"1,568",,"1,323",EmployChanged,Q40,identical,identical,6,Figure 22,305
EmployNewWanted,Q44,Are you currently looking for new employment opportunities?,data2022main,KT,STRING,Logically BOOLEAN (Yes/No),2,Select one / radio buttons,as listed,'Yes'; 'No'; '[^not answered]'; '[\unfinished]',5,Challenges and Changes,ALL,"1,568",,"1,321",EmployNewWanted,Q42,identical,identical,6,Figure 22,306
TopDataVizSkillsToImprove,Q45,What area is your next priority for improving your data visualization skills?,data2022main,KU,STRING,Categorical: ,6,Select one,randomized (except final 2 as listed),'Improving my data skills'; 'Improving my design skills'; 'Improving my skills with an existing technical tool or library'; 'Learning a new technical tool or library'; 'I don’t feel I need to improve my data visualization skills currently'; 'Other (please specify)'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,ALL,"1,568",,"1,304",TopDVSkillsToImprove,Q44,identical,identical,5,Figure 17,307
TopDataVizSkillsToImprove_Other__,rQ45,Other (please specify),data2022main,KV,STRING,Free input (alt),infinite,option: Free input,as listed (final option),,6,Looking Ahead,,,,56,,,,identical (still free input),5,Figure 17,308
TopMethodsDataVizEduc_,Q46,What methods do you find most helpful in learning new data visualization skills? Select all that apply.,data2022main,KW,INTEGER,Counts number of options selected,9,Select all that apply,randomized,0; 1; 2; 3; 4; 5; 6; 7; 8; 9,6,Looking Ahead,ALL,"1,568",,"1,308",TopMethodsDVEduc_,Q45,identical,mostly identical (9 of 11);  2 moved to new Q47: 'In-person formats'; 'Virtual formats',5,"Figure 18, Figure 19",309
TopMethodsDataVizEduc_Books,,Books,data2022main,KX,STRING,Logically BOOLEAN,1 of 9,option,randomized,'Books'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308",430,TopMethodsDVEduc_Books,,,identical,5,Figures 18 & 19,310
TopMethodsDataVizEduc_Workshops,,Workshops,data2022main,KY,STRING,Logically BOOLEAN,2 of 9,option,randomized,'Workshops'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308",516,TopMethodsDVEduc_Workshops,,,identical,5,Figures 18 & 19,311
TopMethodsDataVizEduc_Examples,,Examples,data2022main,KZ,STRING,Logically BOOLEAN,3 of 9,option,randomized,'Examples'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308",880,TopMethodsDVEduc_Examples,,,identical,5,Figures 18 & 19,312
TopMethodsDataVizEduc_VideoTutorials,,Video tutorials,data2022main,LA,STRING,Logically BOOLEAN,4 of 9,option,randomized,'Video tutorials'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308",798,TopMethodsDVEduc_VideoTutorials,,,identical,5,Figures 18 & 19,313
TopMethodsDataVizEduc_CollaborateWithMoreSkilled,,Collaborating with more skilled practitioners,data2022main,LB,STRING,Logically BOOLEAN,5 of 9,option,randomized,'Collaborating with more skilled practitioners'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308",666,TopMethodsDVEduc_CollaborateWithMoreSkilled,,,identical,5,Figures 18 & 19,314
TopMethodsDataVizEduc_WorkThroughProject,,Working through a project,data2022main,LC,STRING,Logically BOOLEAN,6 of 9,option,randomized,'Working through a project'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308","1,065",TopMethodsDVEduc_WorkThroughProject,,,identical,5,Figures 18 & 19,315
TopMethodsDataVizEduc_MentororTeach,,Mentoring/teaching others,data2022main,LD,STRING,Logically BOOLEAN,7 of 9,option,randomized,'Mentoring/teaching others'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308",411,TopMethodsDVEduc_MentororTeach,,,identical,5,Figures 18 & 19,316
TopMethodsDataVizEduc_Podcasts,,Podcasts,data2022main,LE,STRING,Logically BOOLEAN,8 of 9,option,randomized,'Podcasts'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,308",95,TopMethodsDVEduc_Podcasts,,,identical,5,Figures 18 & 19,317
TopMethodsDataVizEduc_Other__,rQ46,Other (please specify),data2022main,LF,STRING,Free input (alt),infinite,option: Free input,as listed (final option),,6,Looking Ahead,,,"1,308",71,TopMethodsDVEduc_Other__,rQ45__,,identical (still free input),5,Figures 18 & 19,318
TrainingSitus_InPerson,Q47.1,How likely are you in the next 6 months to attend data visualization training where you engage instructors and other participants: In person (same place),data2022main,LG,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not likely'; 'Somewhat likely'; 'Very likely'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,ALL,"1,568",,"1,285",,,new,new,5,Figure 20,319
TrainingSitus_SameTimeVirtual,Q47.2,How likely are you in the next 6 months to attend data visualization training where you engage instructors and other participants: Virtually & synchronously (same time),data2022main,LH,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not likely'; 'Somewhat likely'; 'Very likely'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,ALL,"1,568",,"1,296",,,new,new,5,Figure 20,320
TrainingSitus_AsyncVirtual,Q47.3,How likely are you in the next 6 months to attend data visualization training where you engage instructors and other participants: Virtually & asynchronously,data2022main,LI,STRING,Sort as Likert scale (3),3,Select one,as listed,'Not likely'; 'Somewhat likely'; 'Very likely'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,ALL,"1,568",,"1,289",,,new,new,5,Figure 20,321
PDFundAmount,Q48,How much did you or your organization budget for professional development costs in the past year (in US dollars)? Convert to USD using a converter like this one.,data2022main,LJ,STRING,Sequential: sort by magnitude,10,Select one,as listed,"'$0'; '$1–100'; '$101–250'; '$251–500'; '$501–1,000'; '$1,001–2,000'; '$2,001–5,000'; '$5,001+'; 'Don’t know'; 'Don’t have a set amount'; '[^not answered]'; '[\unfinished]'",6,Looking Ahead,ALL,"1,568",,"1,283",PDFundAccess,Q11,scope revised,2022 multiple choice based on 2020 (Q57) free input,5,Figure 21,322
PDFundUse_,Q49,For which of the following would you be likely to use professional development funds? Select all that apply.,data2022main,LK,INTEGER,Counts number of options selected,9,Select all that apply,as listed,0; 1; 2; 3; 4; 5; 6; 7; 8; 9,6,Looking Ahead,ALL,"1,568",,"1,237",PDFundUse_,Q12,nearly identical,identical (except 2022 fixed sequence vs. 2021 randomized),5,Figure 21,323
PDFundUse_ConferenceRegistration,,Conference registration,data2022main,LL,STRING,Logically BOOLEAN,1 of 9,option,as listed,'Conference registration'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",729,PDFundUse_ConferenceRegistration,,,identical,5,Figure 21,324
PDFundUse_ConferenceTravel,,Conference travel and lodging,data2022main,LM,STRING,Logically BOOLEAN,2 of 9,option,as listed,'Conference travel and lodging'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",553,PDFundUse_ConferenceTravel,,,identical,5,Figure 21,325
PDFundUse_SoftwareLicenses,,Data visualization software licenses,data2022main,LN,STRING,Logically BOOLEAN,3 of 9,option,as listed,'Data visualization software licenses'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",404,PDFundUse_SoftwareLicenses,,,identical,5,Figure 21,326
PDFundUse_Workshops,,Workshops or training seminars,data2022main,LO,STRING,Logically BOOLEAN, 4 of 9,option,as listed,'Workshops or training seminars'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",882,PDFundUse_Workshops,,,identical,5,Figure 21,327
PDFundUse_Memberships,,Professional association memberships,data2022main,LP,STRING,Logically BOOLEAN,5 of 9,option,as listed,'Professional association memberships'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",358,PDFundUse_Memberships,,,identical,5,Figure 21,328
PDFundUse_Books,,Professional books,data2022main,LQ,STRING,Logically BOOLEAN,6 of 9,option,as listed,'Professional books'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",502,PDFundUse_Books,,,identical,5,Figure 21,329
PDFundUse_Tuition,,Tuition for graduate coursework,data2022main,LR,STRING,Logically BOOLEAN,7 of 9,option,as listed,'Tuition for graduate coursework'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",206,PDFundUse_Tuition,,,identical,5,Figure 21,330
PDFundUse_DataLicensing,,Data licensing,data2022main,LS,STRING,Logically BOOLEAN,8 of 9,option,as listed,'Data licensing'; '[^not chosen]'; '[^not answered]'; '[\unfinished]',6,Looking Ahead,,,"1,237",107,PDFundUse_DataLicensing,,,identical,5,Figure 21,331
PDFundUse_Other__,rQ49,Other (please specify),data2022main,LT,STRING,Free input (alt),infinite,option: Free input,as listed (final option),,6,Looking Ahead,,,"1,237",30,PDFundUse_Other__,rQ12__,,identical (still free input),5,Figure 21,332
